Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
29,Male,52,2.06,Moderate,Cold,Good
33,Male,74,3.65,High,Hot,Good
45,Male,49,1.71,Low,Normal,Good
61,Male,109,4.01,Low,Hot,Good
38,Male,66,1.77,Moderate,Cold,Poor
56,Male,76,1.61,Low,Normal,Poor
33,Female,82,3.82,High,Hot,Good
31,Male,80,3.4,Moderate,Hot,Good
67,Female,46,2.22,High,Cold,Good
26,Male,109,2.78,Low,Cold,Poor
69,Male,106,3.33,Moderate,Normal,Good
21,Female,99,3.63,High,Normal,Good
39,Male,87,2.68,Low,Normal,Good
54,Female,56,2.31,Moderate,Normal,Good
59,Male,82,2.68,Moderate,Cold,Good
52,Female,74,3.0,High,Cold,Good
47,Female,50,1.84,Low,Hot,Good
24,Female,96,4.9,High,Hot,Good
32,Male,65,1.5,Low,Cold,Poor
44,Male,46,1.6,Moderate,Normal,Good
31,Female,64,2.19,Moderate,Cold,Good
27,Female,69,2.35,Moderate,Cold,Good
50,Female,80,2.51,Low,Normal,Good
18,Female,98,3.97,Low,Hot,Good
69,Male,47,3.26,High,Hot,Good
23,Female,69,3.94,High,Hot,Good
51,Male,52,2.24,High,Normal,Good
21,Female,69,1.8,Low,Normal,Poor
62,Male,104,4.8,High,Hot,Good
49,Male,57,2.15,Low,Normal,Good
37,Male,62,1.64,Low,Normal,Poor
23,Female,76,2.0,Low,Normal,Poor
19,Female,104,4.68,High,Hot,Good
48,Male,49,2.95,Moderate,Hot,Good
27,Male,46,1.5,Low,Normal,Good
67,Male,75,2.35,Moderate,Cold,Good
26,Female,53,1.5,Moderate,Cold,Poor
26,Male,72,1.96,Low,Normal,Poor
68,Female,51,2.12,Low,Hot,Good
50,Male,48,1.77,Moderate,Cold,Good
57,Female,61,1.5,Low,Cold,Poor
69,Female,96,3.74,High,Normal,Good
55,Female,94,2.65,Moderate,Normal,Poor
69,Female,107,2.86,Low,Normal,Poor
52,Male,51,1.5,Low,Cold,Poor
39,Male,58,1.5,Low,Normal,Poor
39,Male,49,2.68,High,Hot,Good
19,Male,106,3.86,Low,Hot,Good
55,Female,65,2.11,Moderate,Cold,Good
56,Female,49,1.59,High,Cold,Good
38,Male,97,2.91,Low,Cold,Good
62,Male,76,2.47,Moderate,Normal,Good
52,Female,104,3.17,Moderate,Cold,Good
38,Male,96,3.35,High,Cold,Good
43,Female,78,2.86,Low,Hot,Good
35,Female,96,2.94,Low,Cold,Good
59,Female,65,1.81,Low,Cold,Poor
66,Male,108,3.93,Low,Hot,Good
26,Male,85,3.74,High,Normal,Good
65,Male,73,2.67,High,Normal,Good
67,Female,102,3.21,High,Cold,Good
57,Male,65,1.68,Low,Cold,Poor
51,Male,52,2.86,Moderate,Hot,Good
25,Female,93,3.6,Low,Hot,Good
40,Female,89,3.02,Low,Hot,Good
49,Male,88,3.35,High,Cold,Good
54,Female,52,2.5,High,Hot,Good
40,Male,87,4.47,High,Hot,Good
68,Female,68,2.35,High,Normal,Good
34,Male,49,2.68,Moderate,Hot,Good
57,Female,102,4.42,High,Hot,Good
53,Male,55,2.82,High,Normal,Good
36,Male,51,3.51,High,Hot,Good
68,Female,102,3.06,Low,Hot,Good
47,Female,52,2.33,High,Normal,Good
55,Female,52,1.73,Moderate,Cold,Good
42,Male,94,2.53,Moderate,Cold,Poor
53,Female,85,3.41,Low,Hot,Good
67,Female,54,2.62,High,Normal,Good
29,Male,46,2.18,High,Cold,Good
49,Male,60,2.61,Moderate,Normal,Good
51,Female,55,1.59,Low,Hot,Poor
34,Male,84,3.32,Low,Hot,Good
26,Male,69,3.15,Moderate,Hot,Good
31,Male,66,2.95,Moderate,Hot,Good
37,Male,88,2.34,Low,Normal,Poor
63,Male,65,1.94,Moderate,Normal,Poor
49,Female,83,3.34,Moderate,Normal,Good
58,Male,91,2.68,Moderate,Normal,Poor
30,Male,65,3.13,Low,Hot,Good
63,Female,51,2.61,High,Hot,Good
49,Female,66,2.96,Moderate,Normal,Good
39,Male,73,2.12,Low,Cold,Poor
19,Male,73,2.58,Moderate,Cold,Good
69,Female,71,3.0,Low,Hot,Good
32,Male,67,3.55,Moderate,Hot,Good
30,Male,66,2.72,High,Cold,Good
50,Female,100,3.61,Moderate,Normal,Good
36,Female,67,2.7,Moderate,Normal,Good
56,Female,69,3.23,Moderate,Hot,Good
64,Female,52,1.5,Low,Cold,Poor
33,Female,45,2.29,High,Cold,Good
20,Female,109,4.25,Moderate,Hot,Good
52,Male,108,3.94,Low,Hot,Good
60,Male,54,2.56,High,Normal,Good
63,Female,71,1.72,Low,Cold,Poor
65,Male,57,2.45,High,Normal,Good
53,Female,102,3.3,High,Normal,Good
34,Female,58,1.69,Low,Cold,Poor
37,Female,60,1.5,Low,Cold,Poor
23,Female,100,4.0,High,Normal,Good
21,Female,48,2.16,Moderate,Normal,Good
41,Female,70,2.49,Moderate,Normal,Good
38,Female,98,4.14,High,Normal,Good
38,Male,82,3.13,High,Normal,Good
62,Male,64,3.22,High,Hot,Good
24,Female,48,1.5,Low,Cold,Good
20,Male,102,3.82,High,Cold,Good
21,Male,68,2.92,High,Cold,Good
35,Female,63,2.86,Moderate,Hot,Good
36,Male,93,3.43,Moderate,Normal,Good
36,Female,66,1.88,Low,Cold,Poor
29,Male,74,2.9,Moderate,Cold,Good
48,Male,108,3.26,Low,Normal,Good
62,Male,99,3.41,Moderate,Normal,Good
50,Female,62,2.93,Moderate,Hot,Good
66,Female,91,2.63,Low,Cold,Poor
62,Female,77,2.13,Moderate,Cold,Poor
21,Male,64,2.71,Moderate,Normal,Good
44,Male,59,2.38,High,Cold,Good
31,Male,53,2.74,Low,Hot,Good
22,Male,105,4.63,High,Normal,Good
20,Male,95,4.99,High,Hot,Good
59,Female,79,2.0,Low,Normal,Poor
68,Female,108,3.13,Moderate,Normal,Poor
66,Female,65,1.5,Low,Cold,Poor
22,Female,48,1.5,Moderate,Cold,Good
56,Female,79,3.21,Moderate,Hot,Good
53,Male,85,3.11,Moderate,Hot,Good
61,Male,104,2.42,Low,Cold,Poor
37,Male,68,2.71,High,Cold,Good
38,Male,74,2.7,High,Cold,Good
59,Female,74,3.16,High,Hot,Good
24,Female,79,2.15,Low,Normal,Poor
31,Male,54,3.09,High,Hot,Good
48,Female,88,2.0,Low,Cold,Poor
53,Female,100,3.45,Moderate,Hot,Good
35,Male,101,3.58,High,Cold,Good
67,Male,77,1.98,Low,Cold,Poor
23,Male,59,1.99,High,Cold,Good
28,Female,64,2.25,Low,Hot,Good
65,Female,65,1.5,Moderate,Cold,Poor
61,Female,58,3.37,High,Hot,Good
38,Male,47,1.64,Low,Normal,Good
54,Female,93,2.45,Low,Normal,Poor
42,Male,56,3.23,High,Hot,Good
58,Male,77,2.86,Moderate,Hot,Good
21,Female,77,2.33,Low,Normal,Good
51,Male,72,2.08,Low,Normal,Poor
58,Male,83,2.1,Low,Cold,Poor
34,Female,109,3.7,Moderate,Normal,Good
22,Female,46,1.74,Moderate,Cold,Good
19,Female,60,1.5,Low,Cold,Poor
56,Female,84,3.53,High,Hot,Good
27,Female,108,4.53,High,Normal,Good
66,Male,108,4.48,High,Hot,Good
38,Male,64,1.96,Low,Normal,Good
21,Female,59,1.67,Moderate,Cold,Poor
38,Male,58,2.18,Low,Hot,Good
58,Male,84,3.4,Low,Hot,Good
43,Male,107,4.46,Moderate,Hot,Good
20,Male,88,4.38,High,Hot,Good
69,Female,50,2.77,High,Hot,Good
40,Female,94,2.41,Low,Normal,Poor
22,Female,95,3.75,Moderate,Hot,Good
29,Male,52,1.5,Low,Cold,Poor
45,Female,85,3.63,High,Normal,Good
38,Female,99,4.11,High,Normal,Good
32,Female,92,3.86,Low,Hot,Good
35,Female,86,2.23,Low,Cold,Poor
23,Male,56,1.85,Moderate,Normal,Good
33,Male,47,2.97,High,Hot,Good
44,Female,84,3.23,Low,Hot,Good
45,Male,45,1.5,Low,Cold,Good
25,Male,76,2.13,Low,Cold,Poor
60,Male,48,2.64,Moderate,Hot,Good
63,Male,63,2.67,Low,Hot,Good
29,Female,55,2.36,High,Cold,Good
33,Male,45,2.27,High,Normal,Good
38,Female,74,3.05,Low,Hot,Good
21,Female,72,3.24,High,Cold,Good
48,Male,103,2.95,Moderate,Cold,Poor
44,Male,69,1.66,Low,Normal,Poor
21,Male,69,3.59,Moderate,Hot,Good
43,Male,49,1.94,Low,Normal,Good
45,Male,53,2.91,High,Normal,Good
67,Female,50,1.5,Low,Cold,Good
61,Female,55,1.5,Low,Cold,Poor
61,Female,47,1.99,Moderate,Normal,Good
47,Male,65,2.56,High,Normal,Good
43,Female,106,5.1,High,Hot,Good
52,Male,96,3.69,High,Cold,Good
68,Female,91,3.32,Moderate,Hot,Good
28,Male,101,2.97,Low,Normal,Poor
39,Male,61,1.87,Low,Cold,Good
28,Female,59,1.5,Low,Cold,Poor
50,Male,60,1.5,Low,Cold,Poor
52,Female,84,2.42,High,Cold,Poor
64,Male,83,2.56,High,Cold,Good
37,Female,45,3.39,High,Hot,Good
40,Female,107,4.05,High,Normal,Good
42,Female,91,3.54,High,Normal,Good
38,Male,101,2.53,Low,Cold,Poor
63,Female,58,1.54,Low,Cold,Poor
34,Female,83,4.0,Moderate,Hot,Good
30,Male,50,1.67,Low,Normal,Good
40,Male,103,3.7,High,Normal,Good
63,Male,82,1.59,Low,Cold,Poor
25,Female,106,3.76,High,Cold,Good
47,Female,69,2.49,Moderate,Normal,Good
31,Male,70,2.27,Low,Cold,Good
39,Female,92,3.17,Moderate,Cold,Good
63,Female,95,2.88,Low,Normal,Good
36,Female,72,3.38,High,Hot,Good
24,Male,107,2.97,Low,Cold,Poor
36,Male,91,2.68,Low,Normal,Poor
55,Female,97,2.35,Low,Cold,Poor
57,Male,74,3.17,High,Hot,Good
50,Male,96,3.38,High,Cold,Good
28,Female,97,2.41,Low,Cold,Poor
31,Female,85,3.3,Moderate,Hot,Good
21,Female,52,2.64,High,Cold,Good
63,Male,85,3.24,Moderate,Normal,Good
33,Male,106,3.47,Low,Normal,Good
47,Male,56,2.46,Low,Hot,Good
63,Male,94,2.29,Low,Cold,Poor
38,Male,92,3.79,High,Cold,Good
20,Male,88,2.45,Moderate,Cold,Poor
26,Male,105,3.88,Moderate,Hot,Good
52,Female,109,3.2,Low,Hot,Poor
40,Female,91,2.31,Low,Normal,Poor
29,Female,90,3.97,High,Normal,Good
58,Female,63,2.18,Moderate,Cold,Good
46,Male,66,2.79,Low,Hot,Good
68,Female,82,3.45,Moderate,Hot,Good
46,Female,95,3.29,High,Cold,Good
24,Male,72,1.89,Low,Normal,Poor
29,Female,89,3.84,Low,Hot,Good
61,Male,78,2.51,Moderate,Normal,Good
58,Female,45,1.5,Low,Normal,Good
55,Female,50,3.29,High,Hot,Good
35,Male,61,3.07,High,Hot,Good
23,Female,71,2.47,Low,Hot,Good
59,Female,109,3.12,Moderate,Cold,Poor
62,Male,84,3.89,High,Hot,Good
65,Male,100,4.49,High,Hot,Good
55,Female,93,2.0,Low,Normal,Poor
25,Female,87,3.65,High,Cold,Good
50,Female,83,2.79,Low,Normal,Good
66,Male,108,2.65,Low,Cold,Poor
60,Male,98,4.27,Moderate,Hot,Good
26,Female,81,3.91,High,Hot,Good
34,Male,65,2.5,Low,Hot,Good
56,Male,99,3.74,High,Cold,Good
30,Male,108,3.94,Moderate,Normal,Good
36,Female,55,2.28,High,Normal,Good
63,Female,89,2.96,Low,Hot,Good
61,Male,63,1.5,Low,Cold,Poor
25,Male,105,5.06,High,Hot,Good
29,Female,105,4.16,Moderate,Hot,Good
62,Female,52,1.82,Moderate,Cold,Good
63,Male,74,1.88,Moderate,Cold,Poor
40,Female,93,3.59,High,Cold,Good
35,Male,62,2.17,High,Cold,Good
47,Female,77,2.47,Moderate,Cold,Good
35,Female,63,2.49,Moderate,Normal,Good
57,Male,59,2.22,Moderate,Normal,Good
19,Female,107,5.06,High,Hot,Good
27,Male,95,3.64,High,Cold,Good
27,Male,58,3.08,Moderate,Hot,Good
26,Female,83,2.86,Low,Normal,Good
37,Male,71,3.07,Low,Hot,Good
46,Female,82,3.49,High,Cold,Good
47,Male,84,3.54,Low,Hot,Good
58,Female,56,1.88,High,Cold,Good
18,Female,99,4.25,Moderate,Hot,Good
43,Male,106,3.24,Low,Normal,Good
48,Female,69,2.5,Moderate,Cold,Good
55,Female,72,2.45,Low,Hot,Good
60,Male,62,2.66,Moderate,Hot,Good
62,Male,97,3.67,High,Cold,Good
47,Male,104,2.55,Low,Cold,Poor
49,Male,72,3.24,High,Normal,Good
58,Female,107,3.51,High,Normal,Good
28,Male,92,2.47,Moderate,Cold,Poor
53,Male,77,2.54,Moderate,Normal,Good
51,Male,100,3.57,Moderate,Hot,Good
24,Female,81,3.32,Moderate,Normal,Good
18,Female,91,3.08,High,Cold,Good
46,Female,104,4.0,High,Normal,Good
52,Male,87,2.7,Moderate,Normal,Good
44,Female,55,2.46,High,Normal,Good
55,Female,108,3.55,Moderate,Normal,Good
51,Male,92,2.18,Low,Normal,Poor
29,Male,109,4.08,Moderate,Hot,Good
66,Male,94,2.51,Low,Normal,Poor
41,Male,103,3.82,Low,Hot,Good
62,Female,48,1.74,High,Normal,Good
63,Female,108,3.55,High,Cold,Good
68,Male,94,3.03,Low,Hot,Good
32,Male,74,1.85,Low,Normal,Poor
54,Male,86,2.35,Moderate,Cold,Poor
52,Male,50,1.5,Low,Normal,Good
26,Female,73,1.68,Low,Cold,Poor
64,Male,61,1.92,Moderate,Normal,Good
65,Male,66,2.72,High,Normal,Good
54,Female,93,3.72,Moderate,Hot,Good
62,Female,97,4.64,High,Hot,Good
68,Female,47,2.61,High,Hot,Good
49,Male,95,2.73,Moderate,Cold,Poor
38,Female,90,3.08,Moderate,Cold,Good
38,Male,88,4.17,Moderate,Hot,Good
21,Male,45,2.13,Low,Hot,Good
41,Female,57,2.54,High,Cold,Good
28,Female,95,3.83,High,Cold,Good
52,Female,68,3.06,Moderate,Hot,Good
54,Female,52,1.8,High,Normal,Good
34,Male,80,3.81,High,Normal,Good
44,Male,55,2.2,High,Cold,Good
64,Female,56,2.62,High,Hot,Good
28,Female,49,2.96,Moderate,Hot,Good
37,Female,85,4.63,High,Hot,Good
29,Female,61,2.78,Moderate,Normal,Good
43,Female,92,2.85,Moderate,Normal,Good
69,Female,99,2.75,Moderate,Cold,Poor
55,Male,77,1.77,Low,Cold,Poor
40,Female,59,2.58,Low,Hot,Good
68,Male,95,3.94,High,Normal,Good
44,Female,95,3.95,High,Normal,Good
64,Female,48,1.95,Moderate,Normal,Good
52,Female,92,2.66,Low,Cold,Poor
25,Female,89,3.81,Moderate,Hot,Good
66,Female,63,1.5,Low,Normal,Poor
20,Female,103,3.32,High,Cold,Good
64,Male,105,3.98,High,Cold,Good
33,Male,66,2.67,Moderate,Normal,Good
60,Male,98,3.87,Moderate,Hot,Good
38,Female,85,2.83,Moderate,Normal,Good
47,Male,101,3.82,Moderate,Normal,Good
52,Female,63,1.5,Moderate,Cold,Poor
43,Male,74,2.43,Low,Hot,Good
18,Female,80,3.43,High,Cold,Good
18,Female,59,2.11,Low,Hot,Good
57,Female,52,2.23,Low,Hot,Good
26,Male,45,1.7,Low,Normal,Good
19,Female,107,2.8,Low,Normal,Poor
26,Female,78,1.62,Low,Cold,Poor
21,Male,74,1.74,Low,Normal,Poor
28,Male,47,1.74,Moderate,Cold,Good
30,Female,89,4.07,Moderate,Hot,Good
62,Male,105,2.95,Moderate,Normal,Poor
55,Male,60,3.38,High,Hot,Good
34,Female,78,2.63,Low,Normal,Good
33,Female,104,3.47,Low,Hot,Good
43,Female,57,3.08,Moderate,Hot,Good
48,Female,78,3.82,High,Hot,Good
25,Male,99,4.08,High,Cold,Good
46,Female,97,3.45,Moderate,Cold,Good
34,Male,74,2.9,Moderate,Cold,Good
38,Female,63,3.45,High,Hot,Good
42,Female,75,2.34,Low,Cold,Good
40,Male,76,2.93,High,Cold,Good
27,Female,98,3.21,Low,Hot,Good
49,Female,58,2.2,Moderate,Normal,Good
63,Male,97,3.41,Moderate,Normal,Good
39,Female,74,1.94,Low,Cold,Poor
30,Female,103,4.07,Low,Hot,Good
35,Male,56,2.38,Low,Hot,Good
31,Female,78,2.97,High,Normal,Good
51,Female,93,2.31,Low,Normal,Poor
48,Female,70,4.02,High,Hot,Good
39,Female,82,3.56,Low,Hot,Good
41,Female,94,4.49,High,Hot,Good
23,Male,88,4.08,Moderate,Hot,Good
46,Male,72,3.46,High,Hot,Good
18,Male,63,3.15,Moderate,Hot,Good
51,Female,88,3.41,High,Normal,Good
35,Male,59,2.91,Low,Hot,Good
36,Male,93,2.67,Low,Normal,Poor
29,Male,95,3.14,Low,Hot,Good
40,Female,73,2.28,Moderate,Cold,Good
44,Female,99,3.47,High,Normal,Good
40,Female,65,3.53,Moderate,Hot,Good
54,Male,77,2.49,High,Cold,Good
28,Female,61,3.71,High,Hot,Good
42,Female,65,3.63,High,Hot,Good
36,Female,56,2.88,High,Cold,Good
34,Female,92,4.35,High,Hot,Good
58,Male,91,2.74,High,Cold,Good
31,Male,57,2.33,High,Cold,Good
30,Female,75,2.67,Moderate,Cold,Good
26,Male,82,3.63,Moderate,Hot,Good
39,Male,89,1.91,Low,Cold,Poor
26,Male,52,2.41,Low,Hot,Good
35,Male,47,2.23,High,Normal,Good
61,Female,88,2.74,Moderate,Normal,Good
57,Male,98,4.04,High,Hot,Good
53,Male,65,3.14,High,Hot,Good
52,Female,57,1.5,Low,Cold,Poor
27,Male,97,2.38,Low,Cold,Poor
27,Female,90,3.64,Moderate,Hot,Good
55,Male,68,2.78,Low,Hot,Good
34,Male,58,2.15,Moderate,Normal,Good
42,Male,47,2.01,High,Cold,Good
34,Male,56,2.48,High,Cold,Good
41,Male,73,2.65,Moderate,Normal,Good
53,Female,104,4.42,High,Hot,Good
18,Female,72,1.63,Low,Cold,Poor
34,Female,102,3.12,Low,Cold,Good
59,Female,103,4.37,High,Hot,Good
58,Male,78,1.5,Low,Cold,Poor
24,Female,69,2.34,Low,Normal,Good
24,Female,101,3.1,Moderate,Cold,Good
33,Male,87,3.27,Moderate,Normal,Good
30,Female,51,2.61,Low,Hot,Good
68,Male,76,2.58,Moderate,Cold,Good
50,Female,89,2.57,Low,Normal,Poor
21,Male,73,1.62,Low,Cold,Poor
51,Male,72,2.53,High,Cold,Good
40,Male,88,3.9,High,Hot,Good
43,Female,53,2.33,High,Normal,Good
49,Male,94,3.16,Moderate,Cold,Good
49,Female,72,2.14,Low,Cold,Poor
34,Male,103,4.02,High,Cold,Good
24,Male,101,3.15,Low,Normal,Good
27,Female,89,3.15,Low,Hot,Good
30,Male,97,2.64,Low,Cold,Poor
21,Male,72,2.3,Low,Normal,Good
18,Female,93,4.24,High,Normal,Good
55,Male,98,4.31,High,Hot,Good
64,Female,75,3.16,High,Normal,Good
67,Female,70,2.15,High,Cold,Good
22,Female,96,3.31,Low,Hot,Good
50,Male,94,3.32,High,Cold,Good
51,Female,59,1.82,Moderate,Normal,Good
38,Female,90,3.48,Moderate,Hot,Good
55,Male,106,3.89,Low,Hot,Good
35,Female,90,3.63,High,Normal,Good
47,Female,47,2.78,High,Hot,Good
46,Female,52,1.97,Low,Hot,Good
60,Male,77,3.35,High,Hot,Good
28,Female,94,3.87,Low,Hot,Good
45,Female,85,2.95,High,Cold,Good
52,Male,92,2.87,Moderate,Normal,Good
43,Male,106,4.25,High,Normal,Good
28,Female,62,2.15,Moderate,Cold,Good
55,Male,70,1.81,Moderate,Normal,Poor
61,Female,73,3.5,Moderate,Hot,Good
51,Male,61,2.99,High,Normal,Good
33,Male,78,3.3,Low,Hot,Good
30,Female,52,2.03,Moderate,Cold,Good
53,Male,109,2.63,Low,Cold,Poor
34,Female,103,3.55,Low,Normal,Good
67,Male,88,3.05,Moderate,Hot,Good
27,Male,80,2.26,Low,Normal,Poor
45,Female,86,3.58,Low,Hot,Good
38,Male,86,3.4,High,Normal,Good
19,Female,99,3.4,Moderate,Cold,Good
44,Male,66,1.91,Low,Normal,Poor
46,Male,57,1.91,Low,Hot,Good
53,Male,53,1.5,Moderate,Normal,Poor
44,Male,78,4.03,Moderate,Hot,Good
49,Male,64,3.17,High,Normal,Good
52,Female,61,3.52,High,Hot,Good
69,Female,97,3.17,High,Cold,Good
21,Female,109,3.71,High,Cold,Good
43,Female,64,2.22,Low,Hot,Good
27,Female,103,3.81,High,Normal,Good
58,Female,49,1.5,Moderate,Cold,Good
34,Male,66,3.05,High,Cold,Good
62,Female,85,2.4,Low,Cold,Poor
22,Female,55,2.91,Moderate,Hot,Good
38,Male,70,3.14,Low,Hot,Good
62,Female,104,4.45,High,Hot,Good
24,Male,70,2.49,Low,Normal,Good
38,Male,48,2.96,Moderate,Hot,Good
37,Male,59,1.51,Low,Cold,Poor
62,Female,52,1.65,Low,Hot,Good
36,Female,90,3.41,High,Normal,Good
44,Male,59,1.85,Low,Cold,Good
18,Male,68,2.37,Low,Normal,Good
53,Male,68,1.79,Moderate,Cold,Poor
21,Male,78,4.42,High,Hot,Good
40,Male,97,2.39,Low,Cold,Poor
40,Male,97,4.18,High,Normal,Good
23,Female,101,3.5,Low,Normal,Good
24,Male,82,3.17,Moderate,Hot,Good
37,Female,47,1.99,Moderate,Cold,Good
39,Male,91,4.12,High,Hot,Good
29,Female,82,3.39,Low,Hot,Good
53,Male,85,3.1,Moderate,Normal,Good
40,Female,102,3.06,Moderate,Cold,Good
54,Male,69,2.72,Moderate,Hot,Good
68,Female,101,2.8,Moderate,Cold,Poor
64,Male,83,2.11,Moderate,Cold,Poor
39,Female,98,3.53,Moderate,Normal,Good
66,Male,60,2.28,Moderate,Hot,Good
48,Female,86,3.49,Low,Hot,Good
51,Female,53,1.76,High,Cold,Good
49,Female,54,2.6,High,Normal,Good
34,Female,92,3.26,Low,Hot,Good
42,Male,65,3.01,High,Normal,Good
66,Male,109,3.88,High,Cold,Good
68,Male,80,3.57,High,Normal,Good
41,Male,59,2.68,Low,Hot,Good
23,Female,45,1.5,Low,Cold,Good
56,Female,101,3.7,Moderate,Hot,Good
58,Male,57,1.82,Low,Hot,Good
37,Female,96,2.74,Moderate,Cold,Poor
34,Female,107,5.17,High,Hot,Good
65,Male,91,2.87,Moderate,Normal,Good
18,Female,59,2.78,High,Normal,Good
49,Male,62,1.5,Low,Cold,Poor
60,Female,79,3.28,High,Hot,Good
50,Male,58,3.08,High,Normal,Good
21,Male,103,3.79,High,Cold,Good
23,Male,93,4.53,High,Hot,Good
18,Female,71,1.81,Low,Cold,Poor
57,Female,57,2.87,High,Normal,Good
52,Female,63,1.69,Moderate,Cold,Poor
60,Male,64,3.5,High,Hot,Good
61,Female,67,2.23,High,Cold,Good
39,Male,101,3.83,Moderate,Normal,Good
24,Male,100,4.14,High,Cold,Good
67,Female,60,2.68,Low,Hot,Good
68,Male,56,2.87,High,Hot,Good
28,Female,49,1.5,Low,Normal,Good
34,Female,50,3.03,High,Hot,Good
45,Male,103,2.65,Low,Cold,Poor
67,Female,63,2.97,Moderate,Hot,Good
19,Female,91,2.81,Moderate,Cold,Good
50,Female,57,2.99,High,Normal,Good
24,Female,58,2.52,Moderate,Normal,Good
46,Female,64,3.4,High,Hot,Good
35,Male,107,4.14,High,Normal,Good
25,Female,106,4.9,High,Hot,Good
34,Female,50,2.25,Low,Hot,Good
45,Male,106,3.74,Moderate,Normal,Good
35,Male,85,3.25,High,Normal,Good
66,Male,47,1.5,Low,Normal,Good
42,Female,79,3.84,High,Hot,Good
41,Female,82,4.63,High,Hot,Good
60,Male,99,3.45,Moderate,Hot,Good
46,Male,64,2.92,Moderate,Hot,Good
37,Male,63,2.21,Moderate,Cold,Good
64,Female,74,2.56,Moderate,Normal,Good
39,Female,50,2.45,Moderate,Hot,Good
27,Male,92,3.84,High,Normal,Good
53,Male,103,3.89,High,Normal,Good
46,Male,109,3.39,Moderate,Normal,Good
42,Male,54,1.73,Low,Normal,Good
39,Female,95,3.43,Moderate,Cold,Good
39,Male,74,3.1,High,Cold,Good
45,Female,109,3.29,Moderate,Normal,Good
21,Male,51,2.48,Moderate,Hot,Good
53,Female,45,1.77,High,Normal,Good
26,Female,90,2.09,Low,Cold,Poor
49,Male,50,1.68,Low,Cold,Good
34,Female,71,2.76,High,Cold,Good
52,Male,69,2.7,High,Normal,Good
32,Male,48,1.87,Moderate,Normal,Good
26,Male,71,1.5,Low,Cold,Poor
45,Male,61,1.58,Low,Cold,Poor
58,Female,86,2.48,Low,Normal,Poor
62,Male,84,3.07,High,Cold,Good
40,Male,96,2.59,Moderate,Cold,Poor
50,Male,87,2.06,Low,Cold,Poor
57,Female,105,2.47,Low,Cold,Poor
50,Female,60,3.08,High,Hot,Good
65,Male,54,2.4,Low,Hot,Good
36,Male,80,3.53,Low,Hot,Good
30,Female,90,4.3,High,Hot,Good
55,Male,109,4.42,High,Hot,Good
44,Male,52,1.83,Low,Hot,Good
59,Female,50,1.5,Low,Cold,Good
56,Female,104,3.89,Moderate,Hot,Good
54,Female,53,1.5,Moderate,Cold,Poor
38,Female,46,1.51,Low,Normal,Good
60,Female,104,4.15,High,Normal,Good
57,Male,80,1.84,Low,Cold,Poor
60,Female,81,3.41,High,Normal,Good
35,Female,107,3.7,Low,Hot,Good
28,Female,102,3.78,Moderate,Hot,Good
21,Male,51,1.5,Low,Normal,Poor
41,Male,45,3.31,High,Hot,Good
31,Male,82,2.62,Low,Normal,Good
18,Female,82,2.77,High,Cold,Good
46,Male,49,3.46,High,Hot,Good
45,Male,65,2.9,High,Cold,Good
20,Male,91,2.92,Low,Normal,Good
52,Male,45,1.5,Low,Normal,Good
44,Male,100,3.05,Low,Normal,Good
42,Male,65,1.89,Low,Cold,Poor
69,Female,69,3.3,Moderate,Hot,Good
63,Female,76,1.99,Low,Cold,Poor
22,Female,80,3.53,High,Normal,Good
66,Female,102,4.9,High,Hot,Good
50,Male,105,4.04,High,Normal,Good
68,Female,79,2.92,High,Normal,Good
58,Male,49,1.5,Low,Normal,Good
34,Female,74,2.66,Moderate,Normal,Good
39,Female,73,2.15,Low,Normal,Poor
40,Female,57,2.93,High,Normal,Good
69,Male,67,2.14,Moderate,Normal,Good
57,Male,50,1.5,Low,Normal,Good
47,Male,66,3.02,High,Normal,Good
47,Female,76,3.37,Low,Hot,Good
31,Male,54,3.45,High,Hot,Good
68,Male,80,1.92,Moderate,Cold,Poor
59,Female,72,1.67,Low,Normal,Poor
56,Female,91,2.52,Moderate,Cold,Poor
36,Male,59,3.72,High,Hot,Good
41,Female,53,3.21,High,Hot,Good
50,Male,63,3.77,High,Hot,Good
57,Female,91,2.38,Low,Cold,Poor
46,Female,94,2.85,Moderate,Cold,Good
30,Female,45,2.68,Moderate,Hot,Good
65,Male,92,3.57,High,Normal,Good
46,Male,83,2.13,Low,Normal,Poor
43,Female,61,2.74,Moderate,Hot,Good
22,Female,70,3.2,High,Cold,Good
24,Female,102,3.27,Moderate,Cold,Good
18,Female,106,4.47,High,Normal,Good
42,Male,47,3.17,High,Hot,Good
60,Male,76,1.89,Low,Cold,Poor
33,Male,69,4.0,High,Hot,Good
26,Male,100,3.34,Low,Normal,Good
39,Male,85,2.24,Low,Cold,Poor
68,Female,73,1.5,Low,Cold,Poor
19,Male,85,3.63,Low,Hot,Good
20,Male,55,2.43,Moderate,Hot,Good
47,Male,101,3.03,Low,Cold,Good
68,Male,92,2.17,Low,Normal,Poor
25,Male,66,2.16,Moderate,Cold,Good
64,Female,101,2.97,Low,Normal,Poor
32,Male,101,4.71,Moderate,Hot,Good
35,Female,89,4.86,High,Hot,Good
37,Female,108,3.38,Low,Cold,Good
59,Male,47,1.96,High,Normal,Good
57,Female,103,3.7,High,Cold,Good
